,source_url,events,events_diff,source_month_rank,year,month
707,www.prisonplanet.com,701,16.0,8,2017,8
708,www.prisonplanet.com,653,-48.0,12,2017,9
709,www.prisonplanet.com,635,-18.0,13,2017,10
710,www.prisonplanet.com,574,-61.0,19,2017,11
711,www.prisonplanet.com,537,-37.0,22,2017,12
712,www.prisonplanet.com,554,17.0,21,2018,1
713,www.prisonplanet.com,629,75.0,14,2018,2
714,www.prisonplanet.com,595,-34.0,18,2018,3
715,www.prisonplanet.com,534,-61.0,23,2018,4
716,www.prisonplanet.com,614,80.0,16,2018,5
717,www.prisonplanet.com,695,81.0,9,2018,6
718,www.prisonplanet.com,532,-163.0,24,2018,7
719,www.prisonplanet.com,683,151.0,11,2018,8
720,www.prisonplanet.com,388,-295.0,28,2018,9
721,www.prisonplanet.com,740,352.0,6,2018,10
722,www.prisonplanet.com,596,-144.0,17,2018,11
723,www.prisonplanet.com,493,-103.0,26,2018,12
724,www.prisonplanet.com,787,294.0,4,2019,1
725,www.prisonplanet.com,559,-228.0,20,2019,2
726,www.prisonplanet.com,625,66.0,15,2019,3
727,www.prisonplanet.com,415,-210.0,27,2019,4
728,www.redstate.com,1438,,7,2017,1
729,www.redstate.com,1280,-158.0,12,2017,2
730,www.redstate.com,1457,177.0,6,2017,3
731,www.redstate.com,1379,-78.0,9,2017,4
732,www.redstate.com,1030,-349.0,21,2017,5
733,www.redstate.com,1084,54.0,18,2017,6
734,www.redstate.com,868,-216.0,28,2017,7
735,www.redstate.com,1163,295.0,16,2017,8
736,www.redstate.com,1350,187.0,10,2017,9
737,www.redstate.com,1307,-43.0,11,2017,10
738,www.redstate.com,1189,-118.0,15,2017,11
739,www.redstate.com,1201,12.0,14,2017,12
740,www.redstate.com,1680,479.0,3,2018,1
741,www.redstate.com,1124,-556.0,17,2018,2
742,www.redstate.com,1688,564.0,2,2018,3
743,www.redstate.com,1555,-133.0,4,2018,4
744,www.redstate.com,1550,-5.0,5,2018,5
745,www.redstate.com,889,-661.0,27,2018,6
746,www.redstate.com,1038,149.0,20,2018,7
747,www.redstate.com,948,-90.0,24,2018,8
748,www.redstate.com,980,32.0,22,2018,9
749,www.redstate.com,964,-16.0,23,2018,10
750,www.redstate.com,946,-18.0,25,2018,11
751,www.redstate.com,922,-24.0,26,2018,12
752,www.redstate.com,1050,128.0,19,2019,1
753,www.redstate.com,1398,348.0,8,2019,2
754,www.redstate.com,1717,319.0,1,2019,3
755,www.redstate.com,1252,-465.0,13,2019,4
756,www.rt.com,6751,,3,2017,1
757,www.rt.com,6928,177.0,2,2017,2
758,www.rt.com,7110,182.0,1,2017,3
759,www.rt.com,6500,-610.0,4,2017,4
760,www.rt.com,5393,-1107.0,7,2017,5
761,www.rt.com,5035,-358.0,9,2017,6
762,www.rt.com,4462,-573.0,15,2017,7
763,www.rt.com,5321,859.0,8,2017,8
764,www.rt.com,4977,-344.0,11,2017,9
765,www.rt.com,4705,-272.0,13,2017,10
766,www.rt.com,5001,296.0,10,2017,11
767,www.rt.com,5631,630.0,6,2017,12
768,www.rt.com,4842,-789.0,12,2018,1
769,www.rt.com,4489,-353.0,14,2018,2
770,www.rt.com,4400,-89.0,17,2018,3
771,www.rt.com,6266,1866.0,5,2018,4
772,www.rt.com,3999,-2267.0,20,2018,5
773,www.rt.com,3878,-121.0,21,2018,6
774,www.rt.com,3542,-336.0,23,2018,7
775,www.rt.com,4378,836.0,18,2018,8
776,www.rt.com,4193,-185.0,19,2018,9
777,www.rt.com,4404,211.0,16,2018,10
778,www.rt.com,3742,-662.0,22,2018,11
779,www.rt.com,2304,-1438.0,24,2018,12
780,www.rt.com,1643,-661.0,27,2019,1
781,www.rt.com,2053,410.0,26,2019,2
782,www.rt.com,2181,128.0,25,2019,3
783,www.rt.com,1012,-1169.0,28,2019,4
784,www.thedailysheeple.com,495,,8,2017,1
785,www.thedailysheeple.com,384,-111.0,10,2017,2
786,www.thedailysheeple.com,333,-51.0,13,2017,3
787,www.thedailysheeple.com,627,294.0,6,2017,4
788,www.thedailysheeple.com,732,105.0,1,2017,5
789,www.thedailysheeple.com,723,-9.0,2,2017,6
790,www.thedailysheeple.com,635,-88.0,5,2017,7
791,www.thedailysheeple.com,637,2.0,4,2017,8
792,www.thedailysheeple.com,238,-399.0,20,2017,9
793,www.thedailysheeple.com,302,64.0,15,2017,10
794,www.thedailysheeple.com,393,91.0,9,2017,11
795,www.thedailysheeple.com,656,263.0,3,2017,12
796,www.thedailysheeple.com,555,-101.0,7,2018,1
797,www.thedailysheeple.com,338,-217.0,12,2018,2
798,www.thedailysheeple.com,288,-50.0,17,2018,3
799,www.thedailysheeple.com,305,17.0,14,2018,4
800,www.thedailysheeple.com,242,-63.0,19,2018,5
801,www.thedailysheeple.com,287,45.0,18,2018,6
802,www.thedailysheeple.com,289,2.0,16,2018,7
803,www.thedailysheeple.com,35,-254.0,24,2018,8
804,www.thedailysheeple.com,6,-29.0,28,2018,9
805,www.thedailysheeple.com,50,44.0,22,2018,10
806,www.thedailysheeple.com,23,-27.0,27,2018,11
807,www.thedailysheeple.com,35,12.0,24,2018,12
808,www.thedailysheeple.com,44,9.0,23,2019,1
809,www.thedailysheeple.com,27,-17.0,26,2019,2
810,www.thedailysheeple.com,91,64.0,21,2019,3
811,www.thedailysheeple.com,356,265.0,11,2019,4
812,www.theonion.com,18,,18,2017,1
813,www.theonion.com,6,-12.0,27,2017,2
814,www.theonion.com,32,26.0,11,2017,3
815,www.theonion.com,6,-26.0,27,2017,4
816,www.theonion.com,8,2.0,25,2017,5
817,www.theonion.com,19,11.0,16,2017,6
818,www.theonion.com,7,-12.0,26,2017,7
819,www.theonion.com,15,8.0,21,2017,8
820,www.theonion.com,9,-6.0,24,2017,9
821,www.theonion.com,18,9.0,18,2017,10
822,www.theonion.com,49,31.0,6,2017,11
823,www.theonion.com,43,-6.0,7,2017,12
824,www.theonion.com,54,11.0,5,2018,1
825,www.theonion.com,35,-19.0,10,2018,2
826,www.theonion.com,125,90.0,2,2018,3
827,www.theonion.com,97,-28.0,4,2018,4
828,www.theonion.com,126,29.0,1,2018,5
829,www.theonion.com,111,-15.0,3,2018,6
830,www.theonion.com,19,-92.0,16,2018,7
831,www.theonion.com,30,11.0,13,2018,8
832,www.theonion.com,22,-8.0,15,2018,9
833,www.theonion.com,42,20.0,8,2018,10
834,www.theonion.com,38,-4.0,9,2018,11
835,www.theonion.com,17,-21.0,20,2018,12
836,www.theonion.com,14,-3.0,23,2019,1
837,www.theonion.com,30,16.0,13,2019,2
838,www.theonion.com,15,-15.0,21,2019,3
839,www.theonion.com,31,16.0,12,2019,4
840,www.thespoof.com,8,,3,2018,5
841,www.thespoof.com,7,-1.0,4,2018,6
842,www.thespoof.com,1,-6.0,7,2018,9
843,www.thespoof.com,5,4.0,5,2018,10
844,www.thespoof.com,5,0.0,5,2019,2
845,www.thespoof.com,41,36.0,2,2019,3
846,www.thespoof.com,56,15.0,1,2019,4
847,www.veteranstoday.com,1977,,9,2017,1
848,www.veteranstoday.com,2110,133.0,7,2017,2
849,www.veteranstoday.com,2756,646.0,3,2017,3
850,www.veteranstoday.com,2108,-648.0,8,2017,4
851,www.veteranstoday.com,2369,261.0,4,2017,5
852,www.veteranstoday.com,1769,-600.0,11,2017,6
853,www.veteranstoday.com,1877,108.0,10,2017,7
854,www.veteranstoday.com,4956,3079.0,1,2017,8
855,www.veteranstoday.com,687,-4269.0,13,2017,9
856,www.veteranstoday.com,28,-659.0,16,2018,1
857,www.veteranstoday.com,37,9.0,14,2018,2
858,www.veteranstoday.com,7,-30.0,17,2018,3
859,www.veteranstoday.com,34,27.0,15,2018,4
860,www.veteranstoday.com,2780,2746.0,2,2019,1
861,www.veteranstoday.com,2346,-434.0,5,2019,2
862,www.veteranstoday.com,2340,-6.0,6,2019,3
863,www.veteranstoday.com,1675,-665.0,12,2019,4
864,www.wnd.com,1968,,1,2017,1
865,www.wnd.com,1725,-243.0,8,2017,2
866,www.wnd.com,1893,168.0,4,2017,3
867,www.wnd.com,1603,-290.0,13,2017,4
868,www.wnd.com,1911,308.0,3,2017,5
869,www.wnd.com,1608,-303.0,12,2017,6
870,www.wnd.com,1415,-193.0,26,2017,7
871,www.wnd.com,1592,177.0,14,2017,8
872,www.wnd.com,1169,-423.0,27,2017,9
873,www.wnd.com,1430,261.0,23,2017,10
874,www.wnd.com,1493,63.0,19,2017,11
875,www.wnd.com,1666,173.0,11,2017,12
876,www.wnd.com,1431,-235.0,22,2018,1
877,www.wnd.com,1756,325.0,6,2018,2
878,www.wnd.com,1740,-16.0,7,2018,3
879,www.wnd.com,1501,-239.0,18,2018,4
880,www.wnd.com,1950,449.0,2,2018,5
881,www.wnd.com,1513,-437.0,17,2018,6
882,www.wnd.com,1422,-91.0,25,2018,7
883,www.wnd.com,1695,273.0,10,2018,8
884,www.wnd.com,1525,-170.0,16,2018,9
885,www.wnd.com,1762,237.0,5,2018,10
886,www.wnd.com,1466,-296.0,20,2018,11
887,www.wnd.com,1430,-36.0,23,2018,12
888,www.wnd.com,1454,24.0,21,2019,1
889,www.wnd.com,1579,125.0,15,2019,2
890,www.wnd.com,1716,137.0,9,2019,3
891,www.wnd.com,716,-1000.0,28,2019,4
892,www2.lewrockwell.com,3,,1,2017,6
893,yournewswire.com,14,,1,2017,2
894,yournewswire.com,10,-4.0,2,2017,12
895,yournewswire.com,6,-4.0,3,2018,1
896,yournewswire.com,5,-1.0,4,2018,6
897,yournewswire.com,4,-1.0,5,2018,8
